14 79,74 98,77 85,116 102,116
26 101,77 118,79 105,117 121,117
30 120,80 136,82 123,117 139,118
1 143,83 157,85 145,118 159,118
4 158,85 171,87 159,118 172,119
5 172,87 184,89 173,119 184,119
0 185,89 196,90 186,119 196,120
plate 74,56 198,79 83,127 199,128
24 265,181 282,180 260,217 277,217
19 284,180 302,178 279,216 298,216
28 304,178 323,176 299,216 319,216
5 333,175 354,174 329,215 350,215
1 356,173 379,171 352,215 377,214
9 381,171 406,169 379,214 404,214
3 409,169 435,166 408,213 435,213
plate 266,168 443,148 257,227 443,226
