24 267,177 288,175 281,216 301,215
15 291,175 313,173 303,215 325,215
18 315,173 340,171 327,215 350,214
9 352,170 379,167 362,214 388,214
7 383,167 413,165 391,213 419,213
4 415,164 448,162 421,213 452,212
1 452,161 488,158 456,212 489,212
plate 259,160 498,133 282,225 499,225
22 77,262 90,260 58,293 71,292
25 91,260 106,257 72,292 87,291
32 107,257 124,253 89,291 106,290
6 133,252 154,248 116,289 138,288
0 157,247 181,242 141,288 168,286
9 184,242 213,236 170,286 204,284
4 217,236 254,229 208,284 251,282
plate 82,252 266,209 50,302 264,300
