16 46,54 70,55 55,103 77,103
25 72,56 95,57 80,103 101,104
22 97,57 118,58 103,104 123,104
7 127,59 147,60 132,104 151,104
0 150,60 169,62 153,104 171,105
8 171,62 189,63 173,105 190,105
8 191,63 209,64 192,105 209,105
plate 40,34 213,48 55,114 213,115
27 284,188 296,187 278,215 291,215
28 297,187 311,186 292,215 306,215
31 312,186 326,185 307,215 322,215
4 332,185 346,184 328,215 343,214
9 348,184 363,183 345,214 361,214
9 365,183 382,182 363,214 380,214
9 383,182 400,181 381,214 400,213
plate 284,178 405,168 275,223 405,223
