10 260,327 271,325 247,351 258,350
26 272,325 284,323 259,350 272,350
22 286,323 300,320 273,350 288,349
7 306,319 324,316 295,348 313,347
2 325,315 346,312 315,347 337,346
8 348,311 372,307 339,346 366,344
6 375,306 405,301 369,344 403,342
plate 264,319 414,286 242,358 412,356
18 44,92 74,97 32,167 65,168
10 77,98 105,103 68,168 98,170
27 107,103 131,107 100,170 126,171
0 142,109 164,113 137,172 161,173
5 165,113 184,117 162,173 183,174
8 187,117 204,120 185,174 203,175
2 206,121 222,123 205,175 221,175
plate 44,64 226,105 25,189 226,190
