26 63,133 78,132 67,164 82,164
15 80,132 96,131 84,164 100,164
24 98,131 116,129 102,164 119,163
7 124,129 143,127 127,163 146,163
7 145,127 166,125 148,163 168,163
4 168,125 191,124 170,162 192,162
0 193,123 218,121 195,162 218,162
plate 59,122 224,105 67,172 225,171
25 140,393 166,397 130,453 157,454
32 168,397 191,401 160,454 185,455
20 193,401 214,404 187,455 209,456
4 223,405 241,408 218,457 238,458
5 243,408 260,411 240,458 258,458
5 261,411 277,414 259,458 276,459
3 278,414 293,416 277,459 292,460
plate 142,371 296,401 124,471 296,473
