21 72,243 95,244 57,298 83,298
22 97,244 120,246 85,298 110,299
10 121,246 142,247 112,299 134,299
8 152,248 171,249 145,299 166,300
3 173,249 193,251 168,300 189,300
6 194,251 212,252 191,300 210,301
0 215,252 232,253 213,301 231,301
plate 75,223 236,236 50,315 236,315
22 341,417 360,420 333,464 354,465
24 362,420 380,423 356,465 375,466
22 381,424 397,426 376,466 394,467
1 404,427 417,430 401,467 415,468
6 418,430 430,432 416,468 429,469
8 432,432 444,434 431,469 443,469
9 444,434 455,436 444,469 455,470
plate 342,399 458,424 328,478 458,479
