16 69,239 99,241 75,300 103,301
29 101,241 130,243 106,301 134,301
33 132,243 158,245 136,301 161,302
7 170,246 196,247 173,302 198,303
4 198,248 221,249 200,303 222,303
9 224,249 246,251 225,303 247,303
4 248,251 269,252 249,303 269,304
plate 63,213 275,232 73,317 275,317
12 146,90 164,92 142,133 161,133
20 166,92 184,94 163,134 181,134
29 185,94 201,96 182,134 199,135
8 208,97 222,98 206,135 221,135
6 224,99 237,100 223,135 236,136
2 239,100 252,102 238,136 251,136
3 253,102 265,103 252,136 265,136
plate 146,74 268,91 138,145 268,146
