33 18,425 50,429 25,491 56,492
25 53,429 82,433 58,492 86,493
21 84,433 109,437 89,493 113,494
6 121,438 144,441 124,494 146,495
4 145,441 167,444 148,495 168,496
9 169,444 187,447 170,496 188,496
2 190,447 207,450 191,496 207,497
plate 12,396 212,430 24,509 212,510
17 202,97 218,96 197,131 213,130
22 220,95 237,94 215,130 232,130
25 239,93 257,92 234,130 253,129
1 267,91 287,88 263,129 284,128
1 289,88 313,86 286,128 310,127
3 315,85 340,83 313,127 339,127
2 344,82 372,79 342,126 371,126
plate 203,85 380,61 194,140 380,139
