11 179,203 189,204 175,225 186,225
14 190,204 200,204 187,225 197,225
17 200,204 208,205 197,225 207,226
7 212,206 221,206 211,226 219,226
1 221,206 228,207 220,226 228,226
6 229,207 237,208 228,226 236,226
3 238,208 244,208 237,226 244,226
plate 180,193 246,201 173,232 246,232
24 37,118 61,117 54,162 76,161
14 63,117 88,116 78,161 102,161
26 90,116 116,115 104,161 127,161
1 128,114 155,113 138,161 164,161
3 157,113 185,112 166,161 191,160
0 188,112 217,111 195,160 221,160
9 219,111 249,110 223,160 250,160
plate 26,98 258,87 55,173 258,172
