26 63,213 75,212 71,236 83,236
16 77,212 91,211 84,236 98,236
12 91,211 107,209 98,236 113,236
1 114,209 130,207 120,236 135,235
5 132,207 149,206 137,235 153,235
0 151,206 172,204 155,235 174,234
5 173,204 195,202 175,234 196,234
plate 58,203 201,187 71,242 201,242
14 305,392 315,391 313,410 322,409
15 316,391 327,390 323,409 333,409
20 328,390 340,389 335,409 346,409
2 345,389 358,388 351,409 363,409
6 359,388 373,387 364,409 377,408
1 376,386 391,385 379,408 393,408
9 392,385 409,384 395,408 410,408
plate 301,384 414,372 314,414 414,414
