20 56,219 75,218 69,253 88,253
16 77,217 98,216 89,253 109,253
31 99,216 121,214 111,252 131,252
8 132,213 156,212 142,252 164,252
1 158,211 185,209 166,252 191,251
1 187,209 215,207 193,251 219,251
9 219,207 249,204 223,251 250,250
plate 48,204 258,183 71,262 259,261
29 255,294 274,292 270,328 288,327
28 276,292 297,289 290,327 310,327
16 299,289 322,287 312,327 334,326
8 333,286 360,283 345,326 370,325
9 363,282 394,279 374,325 402,324
9 397,279 431,275 405,324 437,324
4 436,274 476,270 441,323 478,323
plate 246,280 488,244 272,336 489,335
