32 26,279 59,282 38,348 69,348
29 62,283 94,286 72,348 101,349
24 96,286 124,289 104,349 130,350
1 136,291 162,294 141,350 166,351
5 164,294 188,296 168,351 190,352
6 191,297 212,299 193,352 214,352
6 214,299 234,301 215,352 235,353
plate 16,249 240,281 37,365 240,366
28 324,207 336,207 318,235 331,235
14 337,207 349,208 332,235 344,235
14 351,208 362,209 347,235 359,235
3 367,209 378,209 364,235 375,236
5 379,209 389,210 376,236 388,236
0 391,210 401,210 389,236 400,236
3 402,210 412,211 401,236 412,236
plate 325,197 415,202 315,243 414,244
