11 64,136 87,135 78,180 100,180
14 89,135 114,134 101,180 125,180
28 116,134 141,133 127,180 150,180
0 153,133 180,132 161,180 187,179
6 182,132 209,131 189,179 214,179
5 213,131 241,130 217,179 244,179
8 243,130 272,128 246,179 273,179
plate 55,117 280,106 78,191 281,191
16 304,33 322,31 317,64 334,64
23 324,31 343,30 335,64 354,64
29 345,30 365,28 355,64 375,63
1 375,28 397,26 384,63 405,63
0 400,26 424,24 407,63 430,62
2 426,24 453,22 432,62 456,62
7 455,22 484,20 459,62 485,62
plate 297,19 491,0 318,73 492,72
