30 74,65 86,65 80,89 92,89
14 87,65 100,66 93,89 105,89
26 101,66 112,66 106,89 116,89
6 118,66 129,66 121,89 132,89
7 130,67 142,67 133,89 143,89
8 143,67 153,67 144,89 154,90
6 154,67 165,68 155,90 165,90
plate 70,55 167,59 81,94 167,94
29 186,50 213,51 200,102 226,102
21 216,51 242,52 228,102 253,102
26 245,52 270,53 255,102 278,102
6 282,53 306,54 289,102 312,103
9 308,54 333,55 314,103 337,103
2 335,55 358,56 339,103 360,103
0 361,56 383,56 363,103 384,103
plate 177,27 389,36 202,115 390,115
