18 258,44 274,46 263,77 278,77
15 275,46 290,47 279,77 293,77
13 292,47 306,49 295,77 308,78
5 311,49 324,50 313,78 325,78
7 325,50 337,51 326,78 338,78
4 338,52 349,53 339,78 350,79
6 350,53 361,54 351,79 361,79
plate 254,30 363,43 263,85 363,86
32 44,166 65,170 35,216 58,217
18 66,170 86,173 59,217 81,218
22 87,173 105,175 82,218 101,219
5 112,176 128,179 109,219 125,220
8 129,179 143,181 127,220 141,220
5 145,181 157,183 143,220 156,221
8 159,183 171,185 158,221 170,221
plate 45,147 174,171 29,231 174,232
