33 287,69 300,70 279,100 293,100
31 301,70 313,71 294,100 308,101
22 315,72 326,73 310,101 322,101
9 331,73 341,74 327,101 339,102
6 342,74 352,75 339,102 350,102
3 354,75 363,76 352,102 362,102
3 364,76 373,77 363,102 372,103
plate 289,58 375,68 275,110 375,110
26 90,267 117,269 84,328 112,329
29 119,269 146,271 114,329 142,329
17 148,271 172,273 144,329 169,330
0 183,273 207,275 180,330 205,330
1 209,275 230,277 207,330 229,331
9 233,277 254,279 232,331 253,331
5 255,279 275,280 255,331 275,332
plate 89,243 281,261 79,346 281,346
