19 81,68 97,66 74,103 90,102
10 98,66 117,64 92,102 110,102
29 118,64 138,61 112,102 132,101
0 147,60 170,58 142,101 165,100
7 172,57 197,55 167,100 193,99
0 200,54 228,51 196,99 225,98
6 230,51 261,47 228,98 260,97
plate 82,56 271,27 70,113 271,112
19 154,149 173,151 141,197 162,198
13 175,151 194,152 165,198 185,198
19 195,152 213,153 187,198 206,199
9 220,154 237,155 214,199 232,199
5 239,155 255,156 234,199 252,199
2 257,156 272,157 254,199 270,200
1 274,158 289,159 272,200 288,200
plate 156,134 292,145 135,211 292,211
