15 39,320 64,321 45,370 69,370
21 66,322 90,323 72,370 95,371
10 92,323 115,324 97,371 119,371
2 125,325 147,326 128,371 149,371
6 149,326 170,327 151,371 172,372
5 172,327 192,328 174,372 193,372
6 194,328 214,329 195,372 214,372
plate 33,299 218,312 45,383 218,384
11 396,453 402,452 401,463 407,463
16 403,452 410,451 408,463 415,463
15 410,451 418,450 415,463 422,462
4 421,450 431,449 426,462 434,462
3 432,448 441,447 435,462 444,462
5 442,447 455,446 445,462 457,461
1 456,446 469,444 458,461 470,461
plate 393,448 474,434 402,466 475,465
