25 227,291 241,288 221,319 235,319
21 243,288 258,285 236,319 252,318
21 260,285 278,282 254,318 272,317
1 287,280 310,276 281,317 305,315
0 313,276 340,271 307,315 335,314
2 342,271 375,265 338,314 372,312
5 379,264 420,257 376,312 419,310
plate 228,280 433,235 218,327 432,326
19 73,388 87,390 65,420 80,421
32 88,390 100,391 81,421 94,421
24 102,392 113,393 97,421 109,422
2 118,393 128,395 114,422 125,422
6 129,395 139,396 126,422 137,423
8 140,396 149,397 139,423 148,423
0 150,397 159,398 149,423 158,424
plate 75,377 161,389 61,431 161,431
