12 32,255 60,260 17,326 49,327
11 63,260 90,264 51,328 81,329
25 92,264 115,268 83,329 108,330
1 125,270 147,273 119,330 143,331
8 149,273 168,276 144,331 165,332
0 170,276 187,279 167,332 186,333
5 189,279 205,282 188,333 205,334
plate 33,229 210,264 9,348 210,349
15 162,444 171,443 154,464 163,464
13 172,443 181,441 165,464 174,463
17 183,441 194,440 176,463 187,463
7 199,439 211,438 192,463 206,462
7 212,438 225,436 207,462 221,462
3 226,436 242,434 222,462 239,461
4 244,434 260,432 241,461 259,460
plate 164,437 265,422 151,470 264,469
