30 82,39 104,42 74,93 98,94
23 107,42 127,44 100,94 122,94
10 129,45 148,47 124,94 144,95
0 156,48 173,50 152,95 170,96
4 175,50 191,52 172,96 189,96
7 193,52 208,54 191,96 207,97
1 209,54 223,56 208,97 223,97
plate 83,20 227,42 69,107 227,108
25 325,356 344,357 316,401 336,401
26 346,357 364,357 338,401 358,401
25 366,357 384,358 360,401 379,402
5 392,358 409,359 387,402 406,402
3 411,359 428,360 408,402 426,402
3 430,360 447,360 428,402 445,402
4 448,361 464,361 447,402 464,402
plate 326,341 469,347 311,413 469,413
