24 60,277 85,281 65,328 89,329
28 87,281 109,284 91,329 112,330
33 111,284 131,287 113,330 133,331
7 140,288 157,290 142,331 158,331
7 159,290 174,292 160,331 175,332
3 176,293 190,294 177,332 191,332
4 192,295 205,296 192,332 205,333
plate 55,254 209,281 64,342 209,343
16 304,366 311,365 296,383 304,383
31 312,365 320,364 305,383 314,383
27 321,364 329,364 315,383 323,383
4 333,363 342,362 328,382 338,382
8 343,362 353,362 338,382 350,382
9 354,361 364,361 351,382 362,382
7 365,361 377,360 363,382 376,381
plate 306,360 379,353 294,388 379,387
