16 67,397 89,398 79,438 99,439
19 91,398 112,399 101,439 121,439
13 114,399 134,400 122,439 141,439
1 143,400 162,401 149,439 167,439
4 164,401 182,402 169,439 185,440
2 184,402 201,403 187,440 203,440
3 203,403 220,404 205,440 220,440
plate 58,377 225,388 79,449 225,449
12 258,393 269,394 264,413 274,413
25 270,394 281,394 275,413 285,413
18 281,394 291,394 285,413 294,414
6 295,395 305,395 298,414 307,414
2 306,395 315,395 308,414 316,414
9 316,395 325,396 317,414 326,414
9 326,396 334,396 327,414 334,414
plate 254,383 337,387 264,418 337,418
