27 88,370 97,370 94,388 103,388
18 98,370 109,369 104,388 114,388
23 110,369 120,369 115,388 124,388
7 125,368 136,368 129,388 139,388
4 137,368 149,367 140,388 152,387
0 151,367 163,366 153,387 164,387
5 164,366 178,366 165,387 178,387
plate 85,363 180,357 95,392 181,392
21 331,137 356,140 336,187 360,188
14 357,141 379,143 361,188 382,189
27 381,143 401,146 384,189 403,189
0 410,147 427,149 412,189 428,190
8 429,149 444,151 430,190 445,190
5 446,151 461,153 447,190 461,191
3 463,153 476,155 463,191 476,191
plate 326,115 480,140 334,200 480,201
