28 278,428 291,426 274,455 287,454
16 292,426 306,425 288,454 303,454
25 307,425 322,424 304,454 319,453
4 330,423 346,422 327,453 343,453
6 348,421 365,420 345,453 363,452
1 367,420 386,418 365,452 385,452
9 388,418 409,416 387,452 409,451
plate 278,417 416,401 271,462 415,462
11 35,45 68,49 29,120 63,121
21 71,50 101,53 67,121 97,122
23 103,54 130,57 99,122 127,123
5 142,59 166,62 139,123 164,124
6 169,62 191,65 167,124 190,125
3 193,65 214,68 192,125 213,126
8 216,68 235,71 215,126 235,127
plate 34,16 240,50 24,141 240,142
