13 50,110 66,111 54,145 69,145
16 68,111 84,112 72,145 86,146
13 86,112 101,114 88,146 103,146
3 108,114 122,115 110,146 123,146
4 123,115 137,116 124,146 138,147
5 138,116 151,117 139,147 151,147
2 153,117 164,118 153,147 165,147
plate 46,96 168,107 53,154 168,155
23 267,360 279,358 260,386 273,385
24 281,358 295,355 274,385 289,384
18 296,355 312,352 290,384 306,384
8 321,351 340,348 315,383 335,382
3 342,348 366,344 337,382 361,381
7 368,343 395,339 364,381 392,380
8 399,338 433,333 396,380 431,378
plate 268,350 443,314 257,393 442,392
