18 292,390 322,392 298,450 327,451
11 324,392 352,395 329,451 356,451
11 354,395 379,397 358,451 382,452
3 390,399 413,401 393,452 415,453
2 415,401 437,403 417,453 438,453
7 439,403 458,405 440,453 459,454
9 461,405 480,407 462,454 480,454
plate 287,364 485,387 297,466 485,467
23 69,36 82,34 78,57 90,57
28 83,34 97,32 91,57 104,57
23 98,32 113,31 105,56 120,56
8 121,30 138,28 127,56 144,55
4 140,28 160,25 146,55 165,55
2 162,25 185,22 167,55 188,54
2 188,22 214,19 191,54 215,54
plate 64,26 223,2 79,63 223,62
