24 51,280 68,282 57,314 73,315
13 70,282 85,284 74,315 89,315
13 87,284 101,286 91,315 104,316
3 107,286 120,288 110,316 121,316
9 121,288 132,289 122,316 134,316
4 134,289 145,291 135,316 146,317
0 146,291 156,292 146,317 156,317
plate 47,265 158,281 58,323 158,324
28 216,93 230,90 206,124 220,124
19 232,90 248,88 221,123 239,123
17 250,88 268,85 240,123 259,122
0 277,84 299,81 268,122 291,121
0 301,80 325,77 293,121 318,120
1 328,76 356,72 322,119 352,118
5 358,72 391,67 354,118 389,117
plate 218,81 401,48 201,133 401,132
