10 61,43 88,45 51,107 80,107
22 92,45 118,46 83,107 111,108
12 120,46 146,48 113,108 140,108
7 157,49 181,50 152,108 178,109
3 184,50 207,51 180,109 205,109
2 209,52 231,53 207,109 230,109
5 234,53 256,54 233,109 255,110
plate 61,19 261,34 45,125 261,126
23 183,290 202,289 177,332 198,331
26 204,289 225,288 199,331 220,331
28 226,288 247,287 222,331 243,331
1 257,287 278,286 254,331 275,331
9 280,286 303,285 277,331 301,330
4 305,285 328,284 303,330 326,330
0 331,284 354,283 330,330 354,330
plate 183,274 361,264 174,344 360,343
