11 62,349 77,348 77,374 91,373
27 79,347 95,345 93,373 108,373
15 97,345 115,343 110,373 128,372
7 124,342 146,340 136,372 156,372
3 148,339 173,337 158,372 182,371
2 176,336 205,333 184,371 211,370
0 208,333 243,329 213,370 244,369
plate 55,339 251,308 80,380 252,379
14 74,105 94,104 91,141 110,140
17 95,104 118,102 112,140 133,140
31 120,102 143,100 134,140 156,140
2 154,99 181,97 167,139 192,139
6 184,96 212,94 194,139 220,138
7 216,94 247,91 224,138 252,138
2 250,91 284,88 255,138 286,137
plate 64,90 295,64 93,150 295,149
