18 54,207 70,206 63,236 77,236
16 71,206 88,204 79,236 95,236
30 89,204 107,203 97,236 114,235
2 115,202 135,200 121,235 140,235
4 137,200 159,198 142,235 163,234
8 161,198 185,196 165,234 187,234
1 187,196 213,194 190,234 214,233
plate 50,196 221,177 63,243 221,242
14 99,313 104,312 95,323 100,323
29 105,312 110,311 100,323 106,322
23 110,311 117,310 106,322 112,322
8 120,309 127,308 116,322 124,322
9 128,308 136,307 125,322 133,321
8 137,306 148,305 134,321 146,321
6 149,304 160,303 147,321 159,320
plate 100,308 165,295 93,326 164,326
