25 98,68 112,67 88,98 102,98
28 113,67 128,65 104,98 120,97
12 130,65 147,63 121,97 139,97
4 154,62 173,60 147,96 167,96
9 175,59 196,57 168,96 191,95
6 198,57 221,54 193,95 218,94
0 223,54 249,51 220,94 248,93
plate 100,58 256,35 84,107 255,106
32 264,365 276,363 250,391 262,391
31 277,363 290,361 263,391 277,390
22 292,361 306,359 279,390 294,389
9 313,357 331,355 301,389 320,388
0 333,354 353,351 322,388 344,387
6 355,351 379,347 347,387 373,386
8 381,347 409,342 375,385 407,384
plate 268,356 416,327 245,400 415,398
