13 22,222 56,225 28,294 61,295
25 60,226 91,229 64,295 95,295
14 93,229 122,232 97,296 125,296
4 135,233 161,236 137,296 163,297
5 164,236 189,239 166,297 190,298
3 191,239 214,241 192,298 214,298
2 216,241 238,243 217,298 238,299
plate 16,192 243,221 26,313 243,314
32 212,73 236,76 206,129 231,130
21 238,76 259,79 233,130 255,131
17 262,80 281,82 258,131 278,132
4 289,83 306,86 286,132 304,133
3 308,86 324,88 306,133 323,133
6 326,89 340,91 324,133 340,134
7 342,91 356,93 341,134 355,134
plate 212,53 359,79 201,144 359,145
