12 249,28 270,27 266,66 285,65
25 272,27 295,25 287,65 308,65
30 297,25 320,23 310,65 332,65
1 332,22 359,20 343,64 368,64
9 361,20 389,18 370,64 396,64
9 393,18 423,16 400,64 428,63
2 426,16 459,13 430,63 460,63
plate 240,12 469,-9 267,75 470,75
30 60,154 78,156 70,192 86,192
22 81,156 98,158 89,193 104,193
23 100,158 117,160 106,193 122,193
2 124,160 139,162 128,193 142,194
2 140,162 154,163 143,194 156,194
8 155,163 169,164 157,194 170,194
3 170,164 182,165 171,194 182,195
plate 53,138 185,154 70,202 186,202
