15 74,191 94,190 83,228 102,228
11 95,190 117,188 104,228 125,227
31 119,188 140,187 126,227 147,227
4 151,186 175,185 158,227 180,227
5 177,185 203,183 182,227 207,226
2 205,183 231,181 209,226 234,226
8 235,181 263,179 237,226 264,225
plate 68,175 271,158 84,238 271,237
27 394,399 399,398 387,411 391,411
24 399,398 405,397 392,410 398,410
26 406,397 412,396 398,410 405,410
0 416,395 424,393 409,410 417,409
6 424,393 435,391 418,409 429,408
9 436,391 448,389 431,408 444,408
2 449,388 465,385 445,407 464,406
plate 396,396 469,378 384,414 468,412
