17 24,431 55,433 37,494 66,495
18 58,434 89,436 68,495 97,495
13 91,436 118,438 99,495 125,496
8 131,439 157,441 136,496 161,497
3 159,441 183,443 163,497 186,497
5 186,443 209,445 189,497 211,497
5 211,445 233,447 212,498 233,498
plate 15,404 239,426 36,510 239,511
28 166,295 178,296 162,324 175,324
10 179,297 191,298 176,324 189,325
26 192,298 202,299 190,325 200,325
3 207,300 216,301 205,325 215,325
5 217,301 226,302 216,325 226,326
1 227,302 235,303 227,326 235,326
8 236,303 244,304 236,326 244,326
plate 166,285 246,296 160,331 246,332
