27 155,400 162,399 152,416 159,416
11 163,399 172,398 160,416 169,416
31 172,398 181,397 170,416 179,416
1 185,397 195,396 183,416 193,416
6 196,396 207,395 194,416 205,415
2 208,395 219,394 207,415 218,415
2 220,394 233,393 219,415 233,415
plate 155,394 236,385 150,420 235,420
21 76,23 90,22 64,55 79,55
31 91,22 106,21 80,55 96,54
27 106,21 122,21 97,54 113,54
5 128,20 143,20 121,54 137,54
1 145,20 161,19 139,54 156,54
6 163,19 179,18 158,54 176,53
5 181,18 197,17 178,53 197,53
plate 79,11 202,4 58,65 202,64
