32 12,84 43,88 21,147 50,148
29 46,88 75,91 53,148 80,149
28 77,91 102,94 82,149 106,150
9 114,95 137,98 118,150 139,151
2 139,98 161,100 141,151 162,151
8 162,101 182,103 164,151 183,152
3 185,103 203,105 185,152 203,152
plate 6,57 207,86 20,164 208,165
32 278,343 291,342 286,366 299,365
19 292,341 307,339 300,365 314,365
15 308,339 325,337 316,365 332,364
0 332,336 353,333 339,364 359,363
1 355,333 379,329 361,363 384,362
4 381,329 410,325 386,362 414,361
7 413,324 449,319 417,361 450,360
plate 274,334 459,299 287,371 459,370
