27 86,134 99,132 72,165 86,165
10 101,132 115,131 88,165 103,164
13 116,131 131,129 104,164 120,164
7 138,129 154,127 128,164 146,163
9 156,127 174,125 148,163 167,163
1 176,125 195,123 169,163 191,162
5 197,123 218,121 193,162 217,161
plate 89,124 224,107 67,174 223,173
32 239,233 263,236 233,291 259,292
27 265,237 287,240 261,292 284,293
27 289,240 309,243 286,293 307,293
4 317,244 334,247 315,294 333,294
8 336,247 352,250 335,295 351,295
5 354,250 368,252 353,295 368,296
4 370,253 383,255 369,296 383,296
plate 238,212 387,241 229,306 387,307
