11 76,28 94,26 62,70 81,69
10 96,26 116,25 83,69 104,69
18 117,25 137,23 106,69 127,69
1 147,23 169,21 138,68 162,68
7 171,21 194,19 164,68 188,67
6 197,19 221,17 192,67 218,67
3 223,17 249,16 220,67 248,66
plate 78,13 256,-2 55,83 256,82
28 412,336 417,336 410,346 415,346
31 417,336 423,335 415,346 421,345
31 423,335 429,334 421,345 427,345
6 432,333 440,332 431,345 439,345
9 441,332 450,330 440,345 448,344
7 451,330 462,328 449,344 461,344
5 463,328 476,326 462,344 475,343
plate 413,333 481,318 409,349 481,348
