28 75,220 96,219 59,270 82,269
23 99,219 121,218 85,269 108,269
31 123,218 145,217 110,269 134,269
4 156,217 179,216 146,269 171,268
4 182,216 206,215 174,268 200,268
5 208,215 232,214 202,268 229,268
8 235,213 261,212 232,268 260,268
plate 79,202 268,193 51,285 267,284
15 392,13 403,13 394,38 405,38
19 404,14 417,14 407,38 418,38
19 418,14 428,14 419,38 430,38
5 434,15 444,15 435,38 445,38
1 445,15 456,15 446,38 457,38
8 457,15 467,16 458,38 467,38
8 468,16 478,16 468,38 478,38
plate 390,4 480,8 394,43 480,43
