18 70,27 82,26 62,52 74,51
17 82,26 95,24 74,51 88,51
14 96,24 110,22 88,51 103,50
2 116,21 132,20 110,50 126,49
3 133,19 150,17 128,49 146,49
1 152,17 171,15 148,49 169,48
3 174,14 195,12 171,48 194,47
plate 72,18 202,-1 58,59 202,58
29 97,449 123,451 92,506 119,506
14 125,451 150,453 121,506 146,507
32 152,453 174,454 149,507 172,507
2 185,455 206,457 183,508 204,508
4 208,457 229,459 206,508 227,508
3 230,459 249,460 229,508 249,509
1 252,460 270,462 251,509 270,509
plate 97,426 275,444 88,522 274,523
