33 44,376 71,377 54,430 80,430
31 74,377 101,379 82,430 108,430
10 103,379 127,380 110,430 133,431
6 139,380 163,381 145,431 167,431
4 165,382 189,383 169,431 191,431
1 191,383 212,384 193,431 214,432
0 215,384 236,385 217,432 237,432
plate 37,352 242,365 54,444 242,444
23 83,93 107,94 74,150 99,150
25 109,94 134,95 102,150 128,150
15 136,95 159,96 130,150 154,150
1 170,97 193,97 165,150 189,151
4 195,97 217,98 191,151 214,151
0 219,98 241,99 217,151 239,151
7 243,99 263,100 241,151 263,151
plate 83,73 269,81 68,166 269,166
