26 298,412 315,411 306,442 322,442
14 316,411 333,410 323,442 340,442
19 334,410 352,409 341,442 358,441
2 361,409 379,408 366,441 383,441
9 381,408 400,407 385,441 403,441
8 402,407 422,406 405,441 424,441
9 425,406 445,405 426,441 446,440
plate 293,398 452,389 307,450 452,449
24 44,169 65,172 47,216 68,217
21 68,172 88,175 70,217 90,218
10 89,175 107,178 91,218 109,219
4 115,179 129,181 116,219 131,219
3 131,181 145,183 132,219 146,220
1 147,184 160,186 147,220 160,220
8 161,186 173,187 161,220 173,221
plate 39,148 176,175 45,229 176,230
