24 92,224 109,223 81,261 99,260
12 110,223 128,221 100,260 119,260
25 130,221 148,219 121,260 140,259
1 158,218 178,217 150,259 172,259
7 180,217 202,215 174,259 197,258
0 204,214 227,212 200,258 224,257
6 231,212 256,210 228,257 255,257
plate 94,211 263,192 77,272 262,271
17 165,409 176,409 168,430 179,430
23 177,409 187,410 180,430 190,430
25 187,410 197,410 190,430 199,430
4 202,411 211,411 203,430 212,430
2 212,411 220,412 213,430 221,430
4 221,412 230,412 222,430 231,430
4 231,412 239,413 231,430 239,431
plate 162,399 241,404 168,435 241,435
