18 125,358 133,358 128,375 136,375
11 134,358 144,357 137,374 146,374
30 145,357 154,356 147,374 156,374
2 159,356 169,355 161,374 171,374
3 170,355 182,354 172,374 184,374
2 184,354 196,353 185,374 197,373
1 197,353 211,352 198,373 212,373
plate 123,352 214,343 128,378 214,378
15 59,123 78,122 74,156 91,156
26 80,122 99,121 93,156 112,155
21 101,121 122,119 113,155 133,155
4 132,119 155,117 142,155 163,154
4 157,117 182,115 165,154 188,154
6 184,115 211,113 190,154 215,154
4 213,113 242,111 217,154 243,153
plate 51,109 249,92 76,164 249,164
