28 49,93 66,92 59,125 76,124
33 68,91 87,90 78,124 96,124
30 89,89 109,88 98,124 117,123
1 120,87 143,84 128,123 150,123
7 145,84 171,82 152,123 177,122
8 174,81 202,79 179,122 205,122
8 206,78 238,75 209,121 239,121
plate 42,80 247,54 60,133 247,132
17 429,350 438,350 424,370 434,370
33 439,350 448,351 435,370 444,370
27 448,351 456,351 444,370 454,370
9 460,351 468,352 458,370 466,370
8 469,352 476,352 467,370 475,371
7 477,352 485,352 476,371 484,371
3 485,352 492,353 485,371 492,371
plate 429,342 495,345 422,376 494,376
