11 35,227 59,229 43,273 65,274
12 60,229 82,231 67,274 88,274
27 84,231 104,233 89,274 108,275
1 113,234 131,235 117,275 134,275
9 133,236 150,237 135,275 151,276
3 152,237 167,239 153,276 168,276
8 169,239 184,240 170,276 184,277
plate 28,205 188,225 42,286 188,286
22 336,57 351,59 341,88 354,88
21 352,59 366,61 355,88 369,89
21 367,61 379,63 370,89 381,89
4 384,63 395,64 386,89 396,90
7 396,65 406,66 397,90 407,90
4 407,66 416,67 408,90 416,90
6 417,67 425,68 417,90 426,90
plate 333,45 427,60 340,94 427,95
