28 77,109 91,108 86,135 99,135
17 92,108 107,107 101,135 115,134
14 108,107 124,106 116,134 131,134
9 132,106 148,105 138,134 153,134
7 150,105 167,104 155,134 171,134
5 169,103 189,102 173,134 191,133
9 190,102 211,101 192,133 212,133
plate 72,98 217,86 87,141 217,141
30 156,404 186,409 147,475 179,476
21 188,409 216,413 181,477 211,478
28 218,413 243,417 213,478 239,479
4 254,418 276,422 250,479 274,480
6 278,422 298,425 275,480 296,481
7 300,425 319,428 299,481 318,482
3 320,428 337,431 319,482 337,482
plate 156,378 342,412 140,496 342,497
