25 62,121 75,120 72,147 85,146
21 77,120 92,119 87,146 101,146
20 93,119 109,118 102,146 117,146
2 117,118 133,117 124,146 139,146
9 135,117 153,115 141,146 157,145
0 155,115 175,114 159,145 178,145
3 176,114 198,113 179,145 198,145
plate 56,110 203,98 73,153 204,152
24 251,145 267,146 260,179 275,179
12 270,146 286,147 277,179 292,179
26 288,147 304,148 294,179 309,180
5 311,148 326,149 315,180 330,180
0 327,149 342,150 331,180 344,180
2 343,150 357,151 345,180 358,180
6 359,151 371,151 360,180 372,180
plate 244,130 375,140 260,188 375,188
