30 53,37 71,36 43,75 61,75
23 72,36 90,35 63,75 82,75
15 92,35 110,34 84,75 103,75
5 118,34 138,33 112,75 132,74
8 140,33 159,32 134,74 155,74
6 161,32 182,32 157,74 179,74
7 184,31 205,31 181,74 204,73
plate 56,23 210,15 38,87 210,87
23 102,211 110,209 94,230 102,230
32 111,209 121,207 103,230 114,229
10 122,207 134,205 114,229 126,229
3 139,205 152,202 132,228 145,228
4 154,202 168,200 147,228 163,227
3 171,199 189,196 165,227 186,226
5 190,196 213,193 187,226 211,225
plate 104,204 219,181 90,236 218,235
