23 65,245 92,248 46,314 77,314
26 95,248 121,251 80,314 109,315
14 123,251 148,253 111,315 138,316
2 158,254 181,256 150,316 175,317
6 183,257 205,259 177,317 201,317
9 206,259 227,261 202,317 224,318
5 229,261 248,263 227,318 248,319
plate 68,221 253,243 37,334 253,335
31 298,134 309,134 306,155 317,155
24 310,134 322,133 317,155 328,155
30 324,133 336,133 330,154 342,154
5 341,132 355,132 347,154 359,154
9 356,132 370,131 360,154 373,154
5 372,131 387,130 375,154 389,154
9 388,130 403,129 390,154 404,154
plate 293,125 407,118 307,160 408,160
