13 58,164 84,167 42,229 71,229
31 86,167 112,170 73,230 101,230
33 113,170 136,172 103,230 128,231
8 146,173 168,176 139,231 163,232
1 170,176 190,178 165,232 186,233
3 192,178 210,180 189,233 209,233
5 212,180 229,182 210,233 229,234
plate 60,141 234,164 33,248 234,249
11 184,102 189,101 180,113 186,113
19 190,101 196,100 186,113 193,113
23 197,99 204,98 194,113 201,112
1 208,98 216,96 205,112 213,112
4 217,96 229,94 214,112 226,111
3 230,94 242,92 227,111 240,111
3 243,91 260,89 242,111 260,110
plate 185,98 264,81 179,116 263,115
