23 83,37 99,35 88,67 103,66
32 100,35 117,34 105,66 122,66
16 119,33 138,32 123,66 142,65
2 147,31 168,29 150,65 171,65
5 170,29 193,26 173,65 196,64
5 196,26 221,24 198,64 223,63
2 224,23 253,21 225,63 253,63
plate 79,25 260,2 87,75 260,74
16 53,255 86,259 62,320 92,321
28 88,259 117,262 95,321 122,322
10 120,263 145,266 125,322 149,323
9 157,267 179,270 160,323 182,324
1 181,270 203,273 184,324 204,324
0 205,273 224,275 206,324 225,325
0 226,276 244,278 227,325 244,325
plate 47,226 249,259 61,337 249,338
