11 59,306 82,307 51,356 74,357
10 84,307 105,309 77,357 99,357
25 107,309 128,310 101,357 123,358
0 136,311 156,312 132,358 152,358
1 157,312 176,313 154,358 174,359
5 178,313 195,315 176,359 194,359
5 197,315 214,316 196,359 214,359
plate 60,287 218,300 46,371 218,372
19 295,85 321,88 303,140 327,140
21 323,88 347,90 330,140 352,141
20 350,91 371,93 355,141 375,142
7 380,94 400,96 384,142 403,142
8 402,96 420,98 404,142 422,143
8 422,98 439,100 424,143 440,143
3 441,101 457,102 442,143 457,144
plate 289,63 461,87 302,152 461,153
