23 50,248 73,246 66,288 88,288
19 75,246 99,244 90,288 113,287
33 101,244 126,242 114,287 138,287
7 139,241 167,239 150,287 176,286
8 170,239 200,237 179,286 207,286
9 203,237 235,234 210,286 240,285
7 239,234 275,231 244,285 276,285
plate 41,230 285,206 68,298 285,298
22 343,304 353,303 339,326 349,325
29 354,303 366,301 350,325 362,325
31 366,301 379,299 363,325 376,324
3 385,299 399,297 382,324 397,324
5 401,297 417,295 399,324 415,323
9 419,295 438,292 417,323 436,323
5 439,292 460,289 438,322 460,322
plate 343,296 466,277 337,332 466,331
