24 73,388 87,386 82,414 95,414
32 88,386 104,385 97,414 112,413
15 105,384 122,383 113,413 130,413
2 130,382 150,380 137,413 156,412
2 152,380 174,377 158,412 179,412
3 176,377 201,374 181,412 204,411
4 204,374 232,371 207,411 233,411
plate 67,378 240,354 83,420 240,419
29 361,132 369,131 352,152 360,152
24 370,130 379,129 362,151 371,151
20 381,129 392,128 373,151 384,151
5 396,127 409,126 389,150 402,150
1 409,126 423,124 403,150 418,149
1 424,124 439,122 419,149 435,149
8 441,122 456,120 438,149 455,148
plate 363,125 461,110 347,158 461,157
