12 30,236 56,239 40,291 65,292
24 59,239 83,242 67,292 90,293
26 86,242 108,244 92,293 113,293
8 117,245 137,248 122,293 140,294
3 139,248 158,250 142,294 160,294
0 160,250 177,252 162,294 178,295
8 179,252 195,254 180,295 195,295
plate 22,213 199,238 40,304 199,305
24 255,282 265,281 247,305 257,305
31 266,281 278,279 259,305 270,304
12 279,279 291,278 271,304 284,304
6 297,277 310,276 291,304 305,303
1 312,275 327,274 307,303 322,303
4 329,273 346,271 325,303 344,302
3 347,271 367,269 345,302 366,301
plate 257,274 372,257 243,312 372,311
