28 17,233 51,236 27,303 60,304
11 54,236 86,239 63,304 93,304
32 88,239 118,242 95,305 124,305
4 131,243 158,245 136,305 162,306
1 161,246 187,248 165,306 189,306
5 189,248 213,250 191,306 214,307
8 215,250 238,252 217,307 238,307
plate 8,203 244,229 26,321 244,322
13 182,416 196,414 175,447 190,447
17 198,413 215,411 192,447 209,446
19 217,411 236,408 211,446 230,445
6 246,406 269,402 240,445 264,444
5 272,402 299,398 267,443 295,442
0 301,397 333,392 297,442 330,441
1 337,392 376,386 334,441 375,439
plate 182,404 387,364 172,456 387,455
