18 33,101 65,106 22,177 56,178
13 68,106 97,110 60,178 90,179
23 99,110 125,114 93,179 120,180
7 137,116 160,119 132,181 157,182
7 163,119 184,122 160,182 182,183
6 186,123 206,125 184,183 205,183
9 208,126 227,128 207,183 226,184
plate 34,72 232,108 15,199 231,200
12 349,221 358,221 345,241 355,241
25 359,221 368,222 356,241 365,241
14 368,222 377,222 365,241 375,241
4 380,222 389,222 379,241 387,241
5 390,222 397,223 388,241 396,241
2 398,223 406,223 397,241 405,241
8 407,223 413,223 406,241 413,242
plate 349,213 416,216 343,247 416,247
