23 23,31 52,35 14,100 45,101
11 54,35 82,39 47,101 76,102
14 84,39 108,42 78,102 104,103
5 119,43 142,46 115,103 139,104
6 143,46 164,49 141,104 162,105
2 166,49 185,52 164,105 184,105
8 186,52 204,54 185,105 204,106
plate 23,5 209,36 7,120 209,121
29 179,195 197,193 173,233 191,232
20 199,193 219,190 193,232 213,231
23 220,190 242,188 215,231 236,231
9 252,187 276,184 247,230 272,230
5 279,184 306,181 275,230 303,229
4 308,180 338,177 305,229 336,228
1 342,176 375,173 340,228 375,227
plate 180,181 385,151 169,243 385,242
