33 82,263 101,261 101,295 119,295
16 103,261 124,258 121,295 141,294
14 125,258 149,255 142,294 164,294
0 160,254 188,251 175,293 201,293
8 191,251 222,247 204,293 233,292
1 225,247 261,243 235,292 268,291
1 265,243 307,238 272,291 309,290
plate 72,249 319,211 103,303 320,302
33 60,418 77,416 73,447 89,447
19 78,416 97,414 90,447 108,446
16 99,414 119,413 110,446 128,446
4 128,412 150,410 137,446 158,445
3 152,410 177,408 160,445 183,445
3 179,407 207,405 185,445 210,444
1 209,405 239,402 213,444 240,444
plate 53,405 247,383 74,455 248,454
