25 281,451 289,451 274,470 283,470
17 290,451 299,450 284,470 293,470
15 300,450 308,450 294,470 303,470
2 312,450 321,449 308,470 317,470
5 322,449 332,448 318,470 330,470
5 333,448 343,448 331,470 341,469
8 344,448 355,447 342,469 354,469
plate 283,445 357,440 272,475 357,475
10 52,408 74,411 59,455 79,456
18 76,411 97,414 81,456 101,456
28 98,414 117,416 102,456 120,457
0 125,418 140,420 127,457 142,458
3 142,420 156,422 144,458 157,458
7 158,422 171,424 159,458 172,459
4 172,424 185,426 173,459 185,459
plate 46,387 188,412 58,467 188,468
