11 89,46 113,48 72,105 98,105
30 115,48 139,49 100,105 127,106
22 140,49 163,51 129,106 153,106
4 172,51 194,52 164,106 188,107
5 196,53 216,54 190,107 212,107
5 219,54 238,55 215,107 236,107
2 240,55 259,56 238,108 258,108
plate 92,26 264,39 63,123 264,124
25 244,406 262,407 253,443 270,443
32 265,407 283,407 272,443 290,443
19 285,407 303,408 291,443 307,443
4 310,408 327,409 315,443 330,443
1 329,409 344,410 332,443 347,444
0 346,410 363,410 349,444 364,444
3 364,410 380,411 365,444 380,444
plate 238,390 383,397 253,452 384,452
